,日期,年,週,最高溫,最低溫,最大溫差,最大平均溫度差,異常溫差天數
0,2019-01-01,2019,1,22.6,14.2,8.4,7.27,2.0
1,2019-01-02,2019,1,20.8,16.1,4.7,7.27,2.0
2,2019-01-03,2019,1,22.6,16.9,5.7,7.27,2.0
3,2019-01-04,2019,1,26.0,17.4,8.6,7.27,2.0
4,2019-01-05,2019,1,27.6,17.5,10.1,7.27,2.0
5,2019-01-06,2019,1,23.4,17.3,6.1,7.27,2.0
6,2019-01-07,2019,2,25.3,16.6,8.7,7.5,1.0
7,2019-01-08,2019,2,24.7,18.5,6.2,7.5,1.0
8,2019-01-09,2019,2,24.7,17.6,7.1,7.5,1.0
9,2019-01-10,2019,2,24.7,18.2,6.5,7.5,1.0
10,2019-01-11,2019,2,27.1,18.7,8.4,7.5,1.0
11,2019-01-12,2019,2,25.9,17.4,8.5,7.5,1.0
12,2019-01-13,2019,2,24.0,16.9,7.1,7.5,1.0
13,2019-01-14,2019,3,24.1,16.6,7.5,6.24,1.0
14,2019-01-15,2019,3,24.0,17.2,6.8,6.24,1.0
15,2019-01-16,2019,3,18.4,15.8,2.6,6.24,1.0
16,2019-01-17,2019,3,18.6,14.2,4.4,6.24,1.0
17,2019-01-18,2019,3,23.4,13.7,9.7,6.24,1.0
18,2019-01-19,2019,3,22.2,14.9,7.3,6.24,1.0
19,2019-01-20,2019,3,22.5,17.1,5.4,6.24,1.0
20,2019-01-21,2019,4,18.8,14.2,4.6,8.4,3.0
21,2019-01-22,2019,4,16.8,11.4,5.4,8.4,3.0
22,2019-01-23,2019,4,21.2,10.4,10.8,8.4,3.0
23,2019-01-24,2019,4,23.1,11.9,11.2,8.4,3.0
24,2019-01-25,2019,4,23.6,12.4,11.2,8.4,3.0
25,2019-01-26,2019,4,20.3,12.1,8.2,8.4,3.0
26,2019-01-27,2019,4,20.9,13.5,7.4,8.4,3.0
27,2019-01-28,2019,5,23.2,11.7,11.5,10.94,6.0
28,2019-01-29,2019,5,23.6,12.6,11.0,10.94,6.0
29,2019-01-30,2019,5,25.4,14.5,10.9,10.94,6.0
30,2019-01-31,2019,5,28.9,16.6,12.3,10.94,6.0
31,2019-02-01,2019,5,19.5,14.5,5.0,10.94,6.0
32,2019-02-02,2019,5,24.9,13.8,11.1,10.94,6.0
33,2019-02-03,2019,5,30.6,15.8,14.8,10.94,6.0
34,2019-02-04,2019,6,24.7,17.9,6.8,8.33,3.0
35,2019-02-05,2019,6,24.0,17.1,6.9,8.33,3.0
36,2019-02-06,2019,6,26.0,17.1,8.9,8.33,3.0
37,2019-02-07,2019,6,29.7,16.9,12.8,8.33,3.0
38,2019-02-08,2019,6,24.0,17.6,6.4,8.33,3.0
39,2019-02-09,2019,6,23.6,16.5,7.1,8.33,3.0
40,2019-02-10,2019,6,25.0,15.6,9.4,8.33,3.0
41,2019-02-11,2019,7,23.1,15.9,7.2,8.8,3.0
42,2019-02-12,2019,7,25.5,14.9,10.6,8.8,3.0
43,2019-02-13,2019,7,26.1,18.1,8.0,8.8,3.0
44,2019-02-14,2019,7,26.6,18.3,8.3,8.8,3.0
45,2019-02-15,2019,7,27.2,17.5,9.7,8.8,3.0
46,2019-02-16,2019,7,26.9,17.3,9.6,8.8,3.0
47,2019-02-17,2019,7,24.3,16.1,8.2,8.8,3.0
48,2019-02-18,2019,8,25.6,17.0,8.6,6.69,2.0
49,2019-02-19,2019,8,26.2,17.6,8.6,6.69,2.0
50,2019-02-20,2019,8,28.4,19.9,8.5,6.69,2.0
51,2019-02-21,2019,8,25.2,18.3,6.9,6.69,2.0
52,2019-02-22,2019,8,23.5,16.9,6.6,6.69,2.0
53,2019-02-23,2019,8,20.5,15.8,4.7,6.69,2.0
54,2019-02-24,2019,8,18.3,15.4,2.9,6.69,2.0
55,2019-02-25,2019,9,24.5,15.6,8.9,8.06,3.0
56,2019-02-26,2019,9,25.7,16.1,9.6,8.06,3.0
57,2019-02-27,2019,9,25.5,17.3,8.2,8.06,3.0
58,2019-02-28,2019,9,25.2,18.7,6.5,8.06,3.0
59,2019-03-01,2019,9,25.9,17.6,8.3,8.06,3.0
60,2019-03-02,2019,9,25.2,19.0,6.2,8.06,3.0
61,2019-03-03,2019,9,26.3,17.6,8.7,8.06,3.0
62,2019-03-04,2019,10,24.8,16.0,8.8,7.56,2.0
63,2019-03-05,2019,10,25.0,16.5,8.5,7.56,2.0
64,2019-03-06,2019,10,28.0,17.4,10.6,7.56,2.0
65,2019-03-07,2019,10,17.8,12.5,5.3,7.56,2.0
66,2019-03-08,2019,10,19.5,12.0,7.5,7.56,2.0
67,2019-03-09,2019,10,21.2,16.2,5.0,7.56,2.0
68,2019-03-10,2019,10,23.9,16.7,7.2,7.56,2.0
69,2019-03-11,2019,11,19.2,16.7,2.5,6.24,1.0
70,2019-03-12,2019,11,25.4,16.3,9.1,6.24,1.0
71,2019-03-13,2019,11,25.8,18.6,7.2,6.24,1.0
72,2019-03-14,2019,11,26.0,17.6,8.4,6.24,1.0
73,2019-03-15,2019,11,20.2,16.5,3.7,6.24,1.0
74,2019-03-16,2019,11,23.9,17.0,6.9,6.24,1.0
75,2019-03-17,2019,11,25.0,19.1,5.9,6.24,1.0
76,2019-03-18,2019,12,26.2,18.3,7.9,7.16,2.0
77,2019-03-19,2019,12,28.3,18.9,9.4,7.16,2.0
78,2019-03-20,2019,12,28.6,20.1,8.5,7.16,2.0
79,2019-03-21,2019,12,30.8,21.2,9.6,7.16,2.0
80,2019-03-22,2019,12,27.2,19.1,8.1,7.16,2.0
81,2019-03-23,2019,12,19.4,16.2,3.2,7.16,2.0
82,2019-03-24,2019,12,18.2,14.8,3.4,7.16,2.0
83,2019-03-25,2019,13,21.7,16.9,4.8,8.31,4.0
84,2019-03-26,2019,13,27.0,17.1,9.9,8.31,4.0
85,2019-03-27,2019,13,28.5,20.0,8.5,8.31,4.0
86,2019-03-28,2019,13,29.2,20.1,9.1,8.31,4.0
87,2019-03-29,2019,13,27.8,18.7,9.1,8.31,4.0
88,2019-03-30,2019,13,26.9,19.3,7.6,8.31,4.0
89,2019-03-31,2019,13,27.9,18.7,9.2,8.31,4.0
90,2019-04-01,2019,14,18.5,16.8,1.7,6.76,0.0
91,2019-04-02,2019,14,25.6,17.2,8.4,6.76,0.0
92,2019-04-03,2019,14,25.8,19.0,6.8,6.76,0.0
93,2019-04-04,2019,14,25.9,18.9,7.0,6.76,0.0
94,2019-04-05,2019,14,26.6,19.7,6.9,6.76,0.0
95,2019-04-06,2019,14,27.5,19.4,8.1,6.76,0.0
96,2019-04-07,2019,14,28.8,20.4,8.4,6.76,0.0
97,2019-04-08,2019,15,29.7,20.6,9.1,8.19,3.0
98,2019-04-09,2019,15,31.2,21.1,10.1,8.19,3.0
99,2019-04-10,2019,15,29.4,23.1,6.3,8.19,3.0
100,2019-04-11,2019,15,30.3,20.6,9.7,8.19,3.0
101,2019-04-12,2019,15,25.7,19.0,6.7,8.19,3.0
102,2019-04-13,2019,15,27.2,19.6,7.6,8.19,3.0
103,2019-04-14,2019,15,29.0,21.2,7.8,8.19,3.0
104,2019-04-15,2019,16,25.2,19.8,5.4,6.79,0.0
105,2019-04-16,2019,16,21.9,19.4,2.5,6.79,0.0
106,2019-04-17,2019,16,28.4,19.9,8.5,6.79,0.0
107,2019-04-18,2019,16,28.4,21.1,7.3,6.79,0.0
108,2019-04-19,2019,16,29.0,20.8,8.2,6.79,0.0
109,2019-04-20,2019,16,29.9,21.5,8.4,6.79,0.0
110,2019-04-21,2019,16,29.7,22.5,7.2,6.79,0.0
111,2019-04-22,2019,17,30.6,23.2,7.4,7.19,1.0
112,2019-04-23,2019,17,30.7,24.3,6.4,7.19,1.0
113,2019-04-24,2019,17,30.2,24.1,6.1,7.19,1.0
114,2019-04-25,2019,17,30.8,23.3,7.5,7.19,1.0
115,2019-04-26,2019,17,31.7,23.0,8.7,7.19,1.0
116,2019-04-27,2019,17,30.3,23.3,7.0,7.19,1.0
117,2019-04-28,2019,17,29.9,22.7,7.2,7.19,1.0
118,2019-04-29,2019,18,31.8,23.9,7.9,5.94,0.0
119,2019-04-30,2019,18,31.1,24.4,6.7,5.94,0.0
120,2019-05-01,2019,18,25.6,20.5,5.1,5.94,0.0
121,2019-05-02,2019,18,23.5,19.4,4.1,5.94,0.0
122,2019-05-03,2019,18,25.3,19.2,6.1,5.94,0.0
123,2019-05-04,2019,18,27.8,21.7,6.1,5.94,0.0
124,2019-05-05,2019,18,26.7,21.1,5.6,5.94,0.0
125,2019-05-06,2019,19,22.7,18.9,3.8,5.8,0.0
126,2019-05-07,2019,19,21.9,18.9,3.0,5.8,0.0
127,2019-05-08,2019,19,25.0,19.2,5.8,5.8,0.0
128,2019-05-09,2019,19,26.4,21.2,5.2,5.8,0.0
129,2019-05-10,2019,19,28.0,21.8,6.2,5.8,0.0
130,2019-05-11,2019,19,30.2,21.7,8.5,5.8,0.0
131,2019-05-12,2019,19,31.3,23.2,8.1,5.8,0.0
132,2019-05-13,2019,20,31.0,24.3,6.7,5.86,1.0
133,2019-05-14,2019,20,33.3,24.5,8.8,5.86,1.0
134,2019-05-15,2019,20,32.3,25.3,7.0,5.86,1.0
135,2019-05-16,2019,20,31.1,25.1,6.0,5.86,1.0
136,2019-05-17,2019,20,30.2,27.1,3.1,5.86,1.0
137,2019-05-18,2019,20,29.2,24.6,4.6,5.86,1.0
138,2019-05-19,2019,20,30.6,25.8,4.8,5.86,1.0
139,2019-05-20,2019,21,30.6,22.6,8.0,6.36,0.0
140,2019-05-21,2019,21,25.9,21.4,4.5,6.36,0.0
141,2019-05-22,2019,21,28.0,21.6,6.4,6.36,0.0
142,2019-05-23,2019,21,27.0,21.5,5.5,6.36,0.0
143,2019-05-24,2019,21,29.6,23.7,5.9,6.36,0.0
144,2019-05-25,2019,21,30.3,24.6,5.7,6.36,0.0
145,2019-05-26,2019,21,32.2,23.7,8.5,6.36,0.0
146,2019-05-27,2019,22,28.7,25.7,3.0,6.66,1.0
147,2019-05-28,2019,22,29.7,23.0,6.7,6.66,1.0
148,2019-05-29,2019,22,28.2,22.1,6.1,6.66,1.0
149,2019-05-30,2019,22,30.9,21.6,9.3,6.66,1.0
150,2019-05-31,2019,22,31.4,24.3,7.1,6.66,1.0
151,2019-06-01,2019,22,31.5,24.5,7.0,6.66,1.0
152,2019-06-02,2019,22,32.7,25.3,7.4,6.66,1.0
153,2019-06-03,2019,23,31.3,24.7,6.6,7.66,2.0
154,2019-06-04,2019,23,30.0,23.4,6.6,7.66,2.0
155,2019-06-05,2019,23,33.1,23.2,9.9,7.66,2.0
156,2019-06-06,2019,23,33.5,24.9,8.6,7.66,2.0
157,2019-06-07,2019,23,33.7,25.2,8.5,7.66,2.0
158,2019-06-08,2019,23,31.6,25.1,6.5,7.66,2.0
159,2019-06-09,2019,23,33.1,26.2,6.9,7.66,2.0
160,2019-06-10,2019,24,32.5,25.1,7.4,6.24,1.0
161,2019-06-11,2019,24,28.1,24.1,4.0,6.24,1.0
162,2019-06-12,2019,24,25.6,23.3,2.3,6.24,1.0
163,2019-06-13,2019,24,32.0,24.4,7.6,6.24,1.0
164,2019-06-14,2019,24,28.2,23.1,5.1,6.24,1.0
165,2019-06-15,2019,24,31.9,23.0,8.9,6.24,1.0
166,2019-06-16,2019,24,32.1,23.7,8.4,6.24,1.0
167,2019-06-17,2019,25,32.6,24.7,7.9,7.59,1.0
168,2019-06-18,2019,25,33.9,25.0,8.9,7.59,1.0
169,2019-06-19,2019,25,33.3,25.7,7.6,7.59,1.0
170,2019-06-20,2019,25,33.3,26.0,7.3,7.59,1.0
171,2019-06-21,2019,25,33.6,26.4,7.2,7.59,1.0
172,2019-06-22,2019,25,33.8,27.1,6.7,7.59,1.0
173,2019-06-23,2019,25,32.0,24.5,7.5,7.59,1.0
174,2019-06-24,2019,26,28.4,23.8,4.6,5.77,0.0
175,2019-06-25,2019,26,30.1,25.0,5.1,5.77,0.0
176,2019-06-26,2019,26,28.8,24.8,4.0,5.77,0.0
177,2019-06-27,2019,26,31.0,25.2,5.8,5.77,0.0
178,2019-06-28,2019,26,33.6,25.5,8.1,5.77,0.0
179,2019-06-29,2019,26,32.4,26.7,5.7,5.77,0.0
180,2019-06-30,2019,26,33.2,26.1,7.1,5.77,0.0
181,2019-07-01,2019,27,33.0,25.9,7.1,6.51,0.0
182,2019-07-02,2019,27,31.8,25.0,6.8,6.51,0.0
183,2019-07-03,2019,27,29.4,24.9,4.5,6.51,0.0
184,2019-07-04,2019,27,33.6,25.1,8.5,6.51,0.0
185,2019-07-05,2019,27,31.8,25.6,6.2,6.51,0.0
186,2019-07-06,2019,27,31.5,26.1,5.4,6.51,0.0
187,2019-07-07,2019,27,33.3,26.2,7.1,6.51,0.0
188,2019-07-08,2019,28,33.6,26.9,6.7,6.64,0.0
189,2019-07-09,2019,28,31.3,26.2,5.1,6.64,0.0
190,2019-07-10,2019,28,32.0,25.1,6.9,6.64,0.0
191,2019-07-11,2019,28,32.6,25.5,7.1,6.64,0.0
192,2019-07-12,2019,28,32.8,25.7,7.1,6.64,0.0
193,2019-07-13,2019,28,33.7,26.9,6.8,6.64,0.0
194,2019-07-14,2019,28,32.9,26.1,6.8,6.64,0.0
195,2019-07-15,2019,29,34.6,26.8,7.8,6.59,1.0
196,2019-07-16,2019,29,33.4,27.9,5.5,6.59,1.0
197,2019-07-17,2019,29,35.5,26.8,8.7,6.59,1.0
198,2019-07-18,2019,29,31.9,26.2,5.7,6.59,1.0
199,2019-07-19,2019,29,31.4,25.0,6.4,6.59,1.0
200,2019-07-20,2019,29,30.5,24.6,5.9,6.59,1.0
201,2019-07-21,2019,29,31.5,25.4,6.1,6.59,1.0
202,2019-07-22,2019,30,30.8,25.5,5.3,7.26,1.0
203,2019-07-23,2019,30,33.1,24.5,8.6,7.26,1.0
204,2019-07-24,2019,30,32.3,25.1,7.2,7.26,1.0
205,2019-07-25,2019,30,32.9,25.6,7.3,7.26,1.0
206,2019-07-26,2019,30,33.6,26.3,7.3,7.26,1.0
207,2019-07-27,2019,30,32.6,25.1,7.5,7.26,1.0
208,2019-07-28,2019,30,32.0,24.4,7.6,7.26,1.0
209,2019-07-29,2019,31,33.8,25.1,8.7,8.27,3.0
210,2019-07-30,2019,31,34.1,26.2,7.9,8.27,3.0
211,2019-07-31,2019,31,34.2,24.0,10.2,8.27,3.0
212,2019-08-01,2019,31,32.2,24.0,8.2,8.27,3.0
213,2019-08-02,2019,31,31.4,24.4,7.0,8.27,3.0
214,2019-08-03,2019,31,32.8,24.2,8.6,8.27,3.0
215,2019-08-04,2019,31,33.3,26.0,7.3,8.27,3.0
216,2019-08-05,2019,32,33.3,26.4,6.9,5.04,0.0
217,2019-08-06,2019,32,33.3,27.2,6.1,5.04,0.0
218,2019-08-07,2019,32,33.2,26.5,6.7,5.04,0.0
219,2019-08-08,2019,32,32.8,26.9,5.9,5.04,0.0
220,2019-08-09,2019,32,30.3,25.8,4.5,5.04,0.0
221,2019-08-10,2019,32,31.0,28.9,2.1,5.04,0.0
222,2019-08-11,2019,32,30.5,27.4,3.1,5.04,0.0
223,2019-08-12,2019,33,29.5,25.4,4.1,5.97,0.0
224,2019-08-13,2019,33,29.3,23.5,5.8,5.97,0.0
225,2019-08-14,2019,33,33.5,26.1,7.4,5.97,0.0
226,2019-08-15,2019,33,30.9,24.4,6.5,5.97,0.0
227,2019-08-16,2019,33,29.2,24.6,4.6,5.97,0.0
228,2019-08-17,2019,33,31.1,24.0,7.1,5.97,0.0
229,2019-08-18,2019,33,30.5,24.2,6.3,5.97,0.0
230,2019-08-19,2019,34,29.8,24.8,5.0,5.91,0.0
231,2019-08-20,2019,34,29.7,25.2,4.5,5.91,0.0
232,2019-08-21,2019,34,30.0,24.4,5.6,5.91,0.0
233,2019-08-22,2019,34,33.0,25.7,7.3,5.91,0.0
234,2019-08-23,2019,34,32.1,25.9,6.2,5.91,0.0
235,2019-08-24,2019,34,32.9,26.2,6.7,5.91,0.0
236,2019-08-25,2019,34,31.3,25.2,6.1,5.91,0.0
237,2019-08-26,2019,35,32.2,25.1,7.1,7.41,2.0
238,2019-08-27,2019,35,31.4,25.7,5.7,7.41,2.0
239,2019-08-28,2019,35,34.3,26.6,7.7,7.41,2.0
240,2019-08-29,2019,35,32.4,26.9,5.5,7.41,2.0
241,2019-08-30,2019,35,31.4,23.9,7.5,7.41,2.0
242,2019-08-31,2019,35,33.2,23.9,9.3,7.41,2.0
243,2019-09-01,2019,35,33.9,24.8,9.1,7.41,2.0
244,2019-09-02,2019,36,33.4,24.3,9.1,7.2,2.0
245,2019-09-03,2019,36,31.8,25.7,6.1,7.2,2.0
246,2019-09-04,2019,36,29.3,23.9,5.4,7.2,2.0
247,2019-09-05,2019,36,30.6,24.5,6.1,7.2,2.0
248,2019-09-06,2019,36,31.4,24.9,6.5,7.2,2.0
249,2019-09-07,2019,36,31.7,24.9,6.8,7.2,2.0
250,2019-09-08,2019,36,32.8,22.4,10.4,7.2,2.0
251,2019-09-09,2019,37,32.9,25.0,7.9,6.79,1.0
252,2019-09-10,2019,37,31.3,26.0,5.3,6.79,1.0
253,2019-09-11,2019,37,33.3,24.7,8.6,6.79,1.0
254,2019-09-12,2019,37,32.2,25.8,6.4,6.79,1.0
255,2019-09-13,2019,37,32.3,25.8,6.5,6.79,1.0
256,2019-09-14,2019,37,32.7,26.4,6.3,6.79,1.0
257,2019-09-15,2019,37,32.1,25.6,6.5,6.79,1.0
258,2019-09-16,2019,38,32.1,24.9,7.2,6.34,0.0
259,2019-09-17,2019,38,31.5,24.9,6.6,6.34,0.0
260,2019-09-18,2019,38,31.5,24.1,7.4,6.34,0.0
261,2019-09-19,2019,38,31.2,23.4,7.8,6.34,0.0
262,2019-09-20,2019,38,27.1,22.8,4.3,6.34,0.0
263,2019-09-21,2019,38,26.7,22.6,4.1,6.34,0.0
264,2019-09-22,2019,38,29.9,22.9,7.0,6.34,0.0
265,2019-09-23,2019,39,30.6,22.6,8.0,8.2,2.0
266,2019-09-24,2019,39,30.8,21.6,9.2,8.2,2.0
267,2019-09-25,2019,39,30.6,22.2,8.4,8.2,2.0
268,2019-09-26,2019,39,31.6,21.9,9.7,8.2,2.0
269,2019-09-27,2019,39,30.7,23.1,7.6,8.2,2.0
270,2019-09-28,2019,39,30.7,24.3,6.4,8.2,2.0
271,2019-09-29,2019,39,32.2,24.1,8.1,8.2,2.0
272,2019-09-30,2019,40,29.1,24.5,4.6,7.21,1.0
273,2019-10-01,2019,40,31.0,23.3,7.7,7.21,1.0
274,2019-10-02,2019,40,33.1,23.8,9.3,7.21,1.0
275,2019-10-03,2019,40,33.1,24.9,8.2,7.21,1.0
276,2019-10-04,2019,40,31.4,24.2,7.2,7.21,1.0
277,2019-10-05,2019,40,31.8,25.0,6.8,7.21,1.0
278,2019-10-06,2019,40,31.1,24.4,6.7,7.21,1.0
279,2019-10-07,2019,41,32.5,24.4,8.1,6.81,0.0
280,2019-10-08,2019,41,31.1,25.2,5.9,6.81,0.0
281,2019-10-09,2019,41,31.1,25.4,5.7,6.81,0.0
282,2019-10-10,2019,41,31.2,23.8,7.4,6.81,0.0
283,2019-10-11,2019,41,30.2,22.9,7.3,6.81,0.0
284,2019-10-12,2019,41,30.7,23.8,6.9,6.81,0.0
285,2019-10-13,2019,41,30.1,23.7,6.4,6.81,0.0
286,2019-10-14,2019,42,29.7,23.0,6.7,7.99,1.0
287,2019-10-15,2019,42,29.6,21.6,8.0,7.99,1.0
288,2019-10-16,2019,42,29.0,20.6,8.4,7.99,1.0
289,2019-10-17,2019,42,29.4,22.3,7.1,7.99,1.0
290,2019-10-18,2019,42,30.5,20.4,10.1,7.99,1.0
291,2019-10-19,2019,42,28.0,20.1,7.9,7.99,1.0
292,2019-10-20,2019,42,28.3,20.6,7.7,7.99,1.0
293,2019-10-21,2019,43,27.5,20.7,6.8,8.59,3.0
294,2019-10-22,2019,43,30.0,19.5,10.5,8.59,3.0
295,2019-10-23,2019,43,29.1,21.0,8.1,8.59,3.0
296,2019-10-24,2019,43,30.0,20.9,9.1,8.59,3.0
297,2019-10-25,2019,43,29.3,20.8,8.5,8.59,3.0
298,2019-10-26,2019,43,29.3,20.4,8.9,8.59,3.0
299,2019-10-27,2019,43,29.4,21.2,8.2,8.59,3.0
300,2019-10-28,2019,44,28.9,21.0,7.9,7.14,0.0
301,2019-10-29,2019,44,25.4,20.7,4.7,7.14,0.0
302,2019-10-30,2019,44,29.4,21.3,8.1,7.14,0.0
303,2019-10-31,2019,44,29.1,21.4,7.7,7.14,0.0
304,2019-11-01,2019,44,29.8,22.7,7.1,7.14,0.0
305,2019-11-02,2019,44,29.9,22.0,7.9,7.14,0.0
306,2019-11-03,2019,44,28.6,22.0,6.6,7.14,0.0
307,2019-11-04,2019,45,27.1,21.2,5.9,8.53,4.0
308,2019-11-05,2019,45,27.8,20.5,7.3,8.53,4.0
309,2019-11-06,2019,45,27.9,19.6,8.3,8.53,4.0
310,2019-11-07,2019,45,28.7,19.2,9.5,8.53,4.0
311,2019-11-08,2019,45,27.9,18.6,9.3,8.53,4.0
312,2019-11-09,2019,45,27.7,18.0,9.7,8.53,4.0
313,2019-11-10,2019,45,26.7,17.0,9.7,8.53,4.0
314,2019-11-11,2019,46,27.5,18.4,9.1,9.39,5.0
315,2019-11-12,2019,46,28.1,17.5,10.6,9.39,5.0
316,2019-11-13,2019,46,26.8,18.0,8.8,9.39,5.0
317,2019-11-14,2019,46,26.1,18.7,7.4,9.39,5.0
318,2019-11-15,2019,46,27.5,17.5,10.0,9.39,5.0
319,2019-11-16,2019,46,26.5,18.3,8.2,9.39,5.0
320,2019-11-17,2019,46,29.5,17.9,11.6,9.39,5.0
321,2019-11-18,2019,47,28.1,19.3,8.8,7.67,3.0
322,2019-11-19,2019,47,22.1,18.8,3.3,7.67,3.0
323,2019-11-20,2019,47,25.4,18.7,6.7,7.67,3.0
324,2019-11-21,2019,47,27.9,17.2,10.7,7.67,3.0
325,2019-11-22,2019,47,28.2,20.6,7.6,7.67,3.0
326,2019-11-23,2019,47,27.3,19.4,7.9,7.67,3.0
327,2019-11-24,2019,47,28.8,20.1,8.7,7.67,3.0
328,2019-11-25,2019,48,28.5,19.4,9.1,8.77,4.0
329,2019-11-26,2019,48,27.5,19.2,8.3,8.77,4.0
330,2019-11-27,2019,48,29.3,18.3,11.0,8.77,4.0
331,2019-11-28,2019,48,24.4,17.1,7.3,8.77,4.0
332,2019-11-29,2019,48,24.8,17.1,7.7,8.77,4.0
333,2019-11-30,2019,48,25.4,16.6,8.8,8.77,4.0
334,2019-12-01,2019,48,27.7,18.5,9.2,8.77,4.0
335,2019-12-02,2019,49,21.3,13.3,8.0,6.47,2.0
336,2019-12-03,2019,49,22.4,12.2,10.2,6.47,2.0
337,2019-12-04,2019,49,21.5,14.0,7.5,6.47,2.0
338,2019-12-05,2019,49,15.8,14.1,1.7,6.47,2.0
339,2019-12-06,2019,49,16.0,14.1,1.9,6.47,2.0
340,2019-12-07,2019,49,18.4,12.7,5.7,6.47,2.0
341,2019-12-08,2019,49,22.4,12.1,10.3,6.47,2.0
342,2019-12-09,2019,50,21.6,12.4,9.2,10.01,6.0
343,2019-12-10,2019,50,24.4,14.7,9.7,10.01,6.0
344,2019-12-11,2019,50,23.3,14.9,8.4,10.01,6.0
345,2019-12-12,2019,50,24.3,13.5,10.8,10.01,6.0
346,2019-12-13,2019,50,23.7,13.9,9.8,10.01,6.0
347,2019-12-14,2019,50,26.6,14.1,12.5,10.01,6.0
348,2019-12-15,2019,50,26.5,16.8,9.7,10.01,6.0
349,2019-12-16,2019,51,27.1,15.7,11.4,8.23,3.0
350,2019-12-17,2019,51,28.0,17.2,10.8,8.23,3.0
351,2019-12-18,2019,51,26.9,18.4,8.5,8.23,3.0
352,2019-12-19,2019,51,23.2,17.2,6.0,8.23,3.0
353,2019-12-20,2019,51,22.1,16.3,5.8,8.23,3.0
354,2019-12-21,2019,51,23.3,17.3,6.0,8.23,3.0
355,2019-12-22,2019,51,26.3,17.2,9.1,8.23,3.0
356,2019-12-23,2019,52,24.7,17.0,7.7,6.96,2.0
357,2019-12-24,2019,52,24.5,16.5,8.0,6.96,2.0
358,2019-12-25,2019,52,27.4,16.9,10.5,6.96,2.0
359,2019-12-26,2019,52,26.9,16.9,10.0,6.96,2.0
360,2019-12-27,2019,52,20.9,15.4,5.5,6.96,2.0
361,2019-12-28,2019,52,22.2,15.8,6.4,6.96,2.0
362,2019-12-29,2019,52,18.3,17.7,0.6,6.96,2.0
363,2019-12-30,2020,1,22.1,17.8,4.3,7.27,2.0
364,2019-12-31,2020,1,21.6,15.4,6.2,7.27,2.0
365,2020-01-01,2020,1,21.2,14.9,6.3,7.27,2.0
